cluster	gene
Endothelial cell(Diaphragm)	Gimap6
Endothelial cell(Diaphragm)	Ly6e
Endothelial cell(Diaphragm)	Cav2
Endothelial cell(Diaphragm)	Rapgef1
Endothelial cell(Diaphragm)	Calm1
Endothelial cell(Diaphragm)	Thrsp
Endothelial cell(Diaphragm)	Thbd
Endothelial cell(Diaphragm)	Rnd1
Endothelial cell(Diaphragm)	B2m
Endothelial cell(Diaphragm)	8430408G22Rik
Endothelial cell(Diaphragm)	Pde2a
Endothelial cell(Diaphragm)	Abcg2
Endothelial cell(Diaphragm)	Apoa2
Endothelial cell(Diaphragm)	Efnb2
Endothelial cell(Diaphragm)	Gm12216
Endothelial cell(Diaphragm)	Ceacam1
Endothelial cell(Diaphragm)	Mup3
Endothelial cell(Diaphragm)	Notch1
Endothelial cell(Diaphragm)	Akap12
Endothelial cell(Diaphragm)	Nrp2
Endothelial cell(Diaphragm)	Adamts9
Endothelial cell(Diaphragm)	1810011O10Rik
Endothelial cell(Diaphragm)	Pdlim1
Endothelial cell(Diaphragm)	Irf1
Endothelial cell(Diaphragm)	Ptprm
Endothelial cell(Diaphragm)	Srgn
Endothelial cell(Diaphragm)	Ly6a
Endothelial cell(Diaphragm)	Prkcc
Endothelial cell(Diaphragm)	Ppp1r2
Endothelial cell(Diaphragm)	Lrrc32
Endothelial cell(Diaphragm)	Trim37
Endothelial cell(Diaphragm)	Alb
Endothelial cell(Diaphragm)	Hspb1
Endothelial cell(Diaphragm)	Rasgrp3
Endothelial cell(Diaphragm)	Fli1
Endothelial cell(Diaphragm)	Bcl2l1
Endothelial cell(Diaphragm)	Pkp4
Endothelial cell(Diaphragm)	Prkd2
Endothelial cell(Diaphragm)	Spnb2
Endothelial cell(Diaphragm)	Cdc42ep2
Endothelial cell(Diaphragm)	Tmsb4x
Endothelial cell(Diaphragm)	Prkch
Endothelial cell(Diaphragm)	Nus1
Endothelial cell(Diaphragm)	Mllt4
Endothelial cell(Diaphragm)	H2-D1
Endothelial cell(Diaphragm)	Ifitm3
Endothelial cell(Diaphragm)	Fgg
Endothelial cell(Diaphragm)	Mustn1
Endothelial cell(Diaphragm)	Bst2
Endothelial cell(Diaphragm)	4931406P16Rik
Endothelial cell(Diaphragm)	Serpina1e
Endothelial cell(Diaphragm)	Flnb
Endothelial cell(Diaphragm)	Prex2
Endothelial cell(Diaphragm)	Ifitm2
Endothelial cell(Diaphragm)	Fam101b
Endothelial cell(Diaphragm)	Fabp1
Endothelial cell(Diaphragm)	Igtp
Endothelial cell(Diaphragm)	Mylk
Endothelial cell(Diaphragm)	Palmd
Endothelial cell(Diaphragm)	Col4a1
Endothelial cell(Diaphragm)	Git1
Endothelial cell(Diaphragm)	Sept4
Endothelial cell(Diaphragm)	Trim25
Endothelial cell(Diaphragm)	Rnf125
Endothelial cell(Diaphragm)	Itpkb
Endothelial cell(Diaphragm)	Serpina3k
Endothelial cell(Diaphragm)	Pcdh17
Endothelial cell(Diaphragm)	Elk3
Endothelial cell(Diaphragm)	Pim3
Endothelial cell(Diaphragm)	2810025M15Rik
Endothelial cell(Diaphragm)	Epb4.1
Endothelial cell(Diaphragm)	Mup20
Endothelial cell(Diaphragm)	Ece1
Endothelial cell(Diaphragm)	Midn
Endothelial cell(Diaphragm)	Myo1b
Endothelial cell(Diaphragm)	Itpripl1
Endothelial cell(Diaphragm)	Cdc42ep4
Endothelial cell(Diaphragm)	Usp18
Endothelial cell(Diaphragm)	Tek
Endothelial cell(Diaphragm)	Plxna2
Endothelial cell(Diaphragm)	Lmcd1
Endothelial cell(Diaphragm)	Klf10
Endothelial cell(Diaphragm)	Tmem2
Endothelial cell(Diaphragm)	Rtp4
Endothelial cell(Diaphragm)	Parp14
Endothelial cell(Diaphragm)	Cbfa2t3
Endothelial cell(Diaphragm)	Jup
Endothelial cell(Diaphragm)	Gc
Endothelial cell(Diaphragm)	Klf3
Endothelial cell(Diaphragm)	Tmem204
Endothelial cell(Diaphragm)	Dusp1
Endothelial cell(Diaphragm)	Efnb1
Endothelial cell(Diaphragm)	Tspan9
Endothelial cell(Diaphragm)	Lpl
Endothelial cell(Diaphragm)	Aplp2
Endothelial cell(Diaphragm)	Fry
Endothelial cell(Diaphragm)	Luzp1
Endothelial cell(Diaphragm)	Xdh
Endothelial cell(Diaphragm)	Dennd5b
Endothelial cell(Diaphragm)	Map3k11
Endothelial cell(Diaphragm)	Tnfaip1
Endothelial cell(Diaphragm)	Cst3
Endothelial cell(Diaphragm)	Grasp
Endothelial cell(Diaphragm)	Picalm
Endothelial cell(Diaphragm)	Sgk1
Endothelial cell(Diaphragm)	Eml1
Endothelial cell(Diaphragm)	Bcr
Endothelial cell(Diaphragm)	Ptprg
Endothelial cell(Diaphragm)	Ybx1
Endothelial cell(Diaphragm)	Apoa1
Endothelial cell(Diaphragm)	Dlc1
Endothelial cell(Diaphragm)	Slc6a6
Endothelial cell(Diaphragm)	Clic4
Endothelial cell(Diaphragm)	Igfbp3
Endothelial cell(Diaphragm)	Dynll1
Endothelial cell(Diaphragm)	Ctnna1
Endothelial cell(Diaphragm)	Rasd1
Endothelial cell(Diaphragm)	Fos
Endothelial cell(Diaphragm)	Cds2
Endothelial cell(Diaphragm)	Col4a2
Endothelial cell(Diaphragm)	Gnai2
Endothelial cell(Diaphragm)	Tmcc3
Endothelial cell(Diaphragm)	Fam65a
Endothelial cell(Diaphragm)	AW112010
Endothelial cell(Diaphragm)	Ifit3
Endothelial cell(Diaphragm)	Aldob
Endothelial cell(Diaphragm)	Sgms1
Endothelial cell(Diaphragm)	Ctnnbip1
Endothelial cell(Diaphragm)	Plcb4
Endothelial cell(Diaphragm)	Nup210l
Endothelial cell(Diaphragm)	Trp53i11
Endothelial cell(Diaphragm)	Gja1
Endothelial cell(Diaphragm)	Ppap2b
Endothelial cell(Diaphragm)	Apbb2
Endothelial cell(Diaphragm)	Cdkn1c
Endothelial cell(Diaphragm)	Sorbs1
Endothelial cell(Diaphragm)	Ppm1h
Endothelial cell(Diaphragm)	Plk3
Endothelial cell(Diaphragm)	Sdc3
Endothelial cell(Diaphragm)	Dusp3
Endothelial cell(Diaphragm)	Ier3
Endothelial cell(Diaphragm)	Klf4
Endothelial cell(Diaphragm)	Uaca
Endothelial cell(Diaphragm)	H2-K1
Endothelial cell(Diaphragm)	Hbegf
Endothelial cell(Diaphragm)	D730005E14Rik
Endothelial cell(Diaphragm)	Serinc3
Endothelial cell(Diaphragm)	Ier2
Endothelial cell(Diaphragm)	Tanc1
Endothelial cell(Diaphragm)	Ppp1r16b
Endothelial cell(Diaphragm)	Cdc42ep1
Endothelial cell(Diaphragm)	Tmem173
Endothelial cell(Diaphragm)	Acvrl1
Endothelial cell(Diaphragm)	Tpm3
Endothelial cell(Diaphragm)	4933407C03Rik
Endothelial cell(Diaphragm)	Ets1
Endothelial cell(Diaphragm)	Dhrs3
Endothelial cell(Diaphragm)	Txnip
Endothelial cell(Diaphragm)	Sp100
Endothelial cell(Diaphragm)	Syne1
Endothelial cell(Diaphragm)	Adamts1
Endothelial cell(Diaphragm)	App
Endothelial cell(Diaphragm)	Ddit4
Endothelial cell(Diaphragm)	BC017612
Endothelial cell(Diaphragm)	Lgals9
Endothelial cell(Diaphragm)	Rell1
Endothelial cell(Diaphragm)	Tjp1
Endothelial cell(Diaphragm)	Tubb4b
Endothelial cell(Diaphragm)	Sult1a1
Endothelial cell(Diaphragm)	Prr13
Endothelial cell(Diaphragm)	Cd38
Endothelial cell(Diaphragm)	Atxn1
Endothelial cell(Diaphragm)	Tmem140
Endothelial cell(Diaphragm)	Myadm
Endothelial cell(Diaphragm)	Ramp2
Endothelial cell(Diaphragm)	Xaf1
Endothelial cell(Diaphragm)	Rftn1
Endothelial cell(Diaphragm)	Spry4
Endothelial cell(Diaphragm)	Rac1
Endothelial cell(Diaphragm)	Arhgap29
Endothelial cell(Diaphragm)	Rhoc
Endothelial cell(Diaphragm)	Icam1
Endothelial cell(Diaphragm)	Ppap2a
Endothelial cell(Diaphragm)	Jun
Endothelial cell(Diaphragm)	Acox1
Endothelial cell(Diaphragm)	Adam15
Endothelial cell(Diaphragm)	Gbp3
Endothelial cell(Diaphragm)	Fermt2
Endothelial cell(Diaphragm)	Wars
Endothelial cell(Diaphragm)	Limch1
Endothelial cell(Diaphragm)	Nr3c1
Endothelial cell(Diaphragm)	Cdh13
Endothelial cell(Diaphragm)	Tmod3
Endothelial cell(Diaphragm)	Triobp
Endothelial cell(Diaphragm)	Nedd9
Endothelial cell(Diaphragm)	Stat2
Endothelial cell(Diaphragm)	Gimap4
Endothelial cell(Diaphragm)	Dtx3l
Endothelial cell(Diaphragm)	Tob1
Endothelial cell(Diaphragm)	Trim30a
Endothelial cell(Diaphragm)	Polr2b
Endothelial cell(Diaphragm)	Papss2
Endothelial cell(Diaphragm)	Klf6
Endothelial cell(Diaphragm)	Prkab1
Endothelial cell(Diaphragm)	Irf7
Endothelial cell(Diaphragm)	Hip1
Endothelial cell(Diaphragm)	Rab11a
Endothelial cell(Diaphragm)	Cd81
Endothelial cell(Diaphragm)	Klf7
Endothelial cell(Diaphragm)	Tubb2a
Endothelial cell(Diaphragm)	Ehd1
Lymphocyte(Diaphragm)	Cytip
Lymphocyte(Diaphragm)	Ms4a1
Lymphocyte(Diaphragm)	H2-DMb2
Lymphocyte(Diaphragm)	Ptprcap
Lymphocyte(Diaphragm)	Napsa
Lymphocyte(Diaphragm)	2010001M09Rik
Lymphocyte(Diaphragm)	Cd79a
Lymphocyte(Diaphragm)	Faim3
Lymphocyte(Diaphragm)	Cd37
Lymphocyte(Diaphragm)	Cd52
Lymphocyte(Diaphragm)	H2-Oa
Lymphocyte(Diaphragm)	Ptprc
Lymphocyte(Diaphragm)	Cd19
Lymphocyte(Diaphragm)	Ccr7
Lymphocyte(Diaphragm)	Bank1
Lymphocyte(Diaphragm)	Fcrla
Lymphocyte(Diaphragm)	Rac2
Lymphocyte(Diaphragm)	Pou2af1
Lymphocyte(Diaphragm)	H2-Ob
Lymphocyte(Diaphragm)	Il2rg
Lymphocyte(Diaphragm)	Blk
Lymphocyte(Diaphragm)	C130026I21Rik
Lymphocyte(Diaphragm)	Cd79b
Lymphocyte(Diaphragm)	P2ry10
Lymphocyte(Diaphragm)	Gimap3
Lymphocyte(Diaphragm)	Sell
Lymphocyte(Diaphragm)	Cd2
Lymphocyte(Diaphragm)	Hmha1
Lymphocyte(Diaphragm)	Ppp1r16b
Lymphocyte(Diaphragm)	Sept1
Lymphocyte(Diaphragm)	Cd53
Lymphocyte(Diaphragm)	Cd69
Lymphocyte(Diaphragm)	Gpr171
Lymphocyte(Diaphragm)	Ptpn18
Lymphocyte(Diaphragm)	Ltb
Lymphocyte(Diaphragm)	Cd22
Lymphocyte(Diaphragm)	Ikzf3
Lymphocyte(Diaphragm)	Coro1a
Lymphocyte(Diaphragm)	Snx20
Lymphocyte(Diaphragm)	Gmfg
Lymphocyte(Diaphragm)	Prkcb
Lymphocyte(Diaphragm)	Siglecg
Lymphocyte(Diaphragm)	Stat4
Lymphocyte(Diaphragm)	Arhgdib
Lymphocyte(Diaphragm)	Fcrl1
Lymphocyte(Diaphragm)	Ly6d
Lymphocyte(Diaphragm)	Sp140
Lymphocyte(Diaphragm)	Spib
Lymphocyte(Diaphragm)	Satb1
Lymphocyte(Diaphragm)	H2-DMa
Lymphocyte(Diaphragm)	Cxcr5
Lymphocyte(Diaphragm)	Lpxn
Lymphocyte(Diaphragm)	Ccr6
Lymphocyte(Diaphragm)	Vps37b
Lymphocyte(Diaphragm)	Itgb7
Lymphocyte(Diaphragm)	Was
Lymphocyte(Diaphragm)	A530032D15Rik
Lymphocyte(Diaphragm)	Lcp1
Lymphocyte(Diaphragm)	Plac8
Lymphocyte(Diaphragm)	Fcer2a
Lymphocyte(Diaphragm)	Pyhin1
Lymphocyte(Diaphragm)	Hcls1
Lymphocyte(Diaphragm)	B4galnt1
Lymphocyte(Diaphragm)	Srgn
Lymphocyte(Diaphragm)	Gimap6
Lymphocyte(Diaphragm)	Limd2
Lymphocyte(Diaphragm)	Map4k1
Lymphocyte(Diaphragm)	Fam107b
Lymphocyte(Diaphragm)	Traf1
Lymphocyte(Diaphragm)	Gpr132
Lymphocyte(Diaphragm)	Gpr18
Lymphocyte(Diaphragm)	Inpp5d
Lymphocyte(Diaphragm)	Mir142
Lymphocyte(Diaphragm)	Hvcn1
Lymphocyte(Diaphragm)	Cd83
Lymphocyte(Diaphragm)	Tbc1d10c
Lymphocyte(Diaphragm)	Gimap4
Lymphocyte(Diaphragm)	Laptm5
Lymphocyte(Diaphragm)	Gpr183
Lymphocyte(Diaphragm)	Stap1
Lymphocyte(Diaphragm)	Gimap1
Lymphocyte(Diaphragm)	H2-Eb1
Lymphocyte(Diaphragm)	Fam65b
Lymphocyte(Diaphragm)	Sla
Lymphocyte(Diaphragm)	A630001G21Rik
Lymphocyte(Diaphragm)	Btla
Lymphocyte(Diaphragm)	Il21r
Lymphocyte(Diaphragm)	Tnfrsf13c
Lymphocyte(Diaphragm)	Stk17b
Lymphocyte(Diaphragm)	H2-Aa
Lymphocyte(Diaphragm)	Itga4
Lymphocyte(Diaphragm)	Ncf4
Lymphocyte(Diaphragm)	Sh3bgrl3
Lymphocyte(Diaphragm)	Acp5
Lymphocyte(Diaphragm)	Syk
Lymphocyte(Diaphragm)	Cyfip2
Lymphocyte(Diaphragm)	Ms4a4c
Lymphocyte(Diaphragm)	Cd74
Lymphocyte(Diaphragm)	Dok3
Lymphocyte(Diaphragm)	B3gnt7
Lymphocyte(Diaphragm)	Gm15987
Lymphocyte(Diaphragm)	Shisa5
Lymphocyte(Diaphragm)	H2-Ab1
Lymphocyte(Diaphragm)	Sp110
Lymphocyte(Diaphragm)	Ly86
Lymphocyte(Diaphragm)	Arhgap15
Lymphocyte(Diaphragm)	Cyp4f18
Lymphocyte(Diaphragm)	Ralgps2
Lymphocyte(Diaphragm)	Tspan32
Lymphocyte(Diaphragm)	Dusp2
Lymphocyte(Diaphragm)	Pou2f2
Lymphocyte(Diaphragm)	Ezr
Lymphocyte(Diaphragm)	Cyth1
Lymphocyte(Diaphragm)	Ptpn22
Lymphocyte(Diaphragm)	Slamf6
Lymphocyte(Diaphragm)	Cd72
Lymphocyte(Diaphragm)	Sh2d2a
Lymphocyte(Diaphragm)	E330020D12Rik
Lymphocyte(Diaphragm)	Ctss
Lymphocyte(Diaphragm)	Cenpa
Lymphocyte(Diaphragm)	AB124611
Lymphocyte(Diaphragm)	Cd86
Lymphocyte(Diaphragm)	Acap1
Lymphocyte(Diaphragm)	Hcst
Lymphocyte(Diaphragm)	Tmsb4x
Lymphocyte(Diaphragm)	Plek
Lymphocyte(Diaphragm)	Arap2
Lymphocyte(Diaphragm)	Cnn2
Lymphocyte(Diaphragm)	B3gnt5
Lymphocyte(Diaphragm)	AI662270
Lymphocyte(Diaphragm)	Sp100
Lymphocyte(Diaphragm)	Mbnl3
Lymphocyte(Diaphragm)	Cybb
Lymphocyte(Diaphragm)	Ero1lb
Lymphocyte(Diaphragm)	Zc3h12d
Lymphocyte(Diaphragm)	Rps27
Lymphocyte(Diaphragm)	Fam49b
Lymphocyte(Diaphragm)	Gimap9
Lymphocyte(Diaphragm)	Lat2
Lymphocyte(Diaphragm)	Ptpn6
Lymphocyte(Diaphragm)	Arhgap25
Lymphocyte(Diaphragm)	Pim2
Lymphocyte(Diaphragm)	B2m
Lymphocyte(Diaphragm)	Ly6e
Lymphocyte(Diaphragm)	Cd48
Lymphocyte(Diaphragm)	S1pr4
Lymphocyte(Diaphragm)	Mef2c
Lymphocyte(Diaphragm)	Tspan13
Lymphocyte(Diaphragm)	Cotl1
Lymphocyte(Diaphragm)	Cyba
Lymphocyte(Diaphragm)	Rps20
Lymphocyte(Diaphragm)	Lyn
Lymphocyte(Diaphragm)	Psmb8
Lymphocyte(Diaphragm)	Cd24a
Lymphocyte(Diaphragm)	Atp2a3
Lymphocyte(Diaphragm)	Dock2
Lymphocyte(Diaphragm)	Slc38a1
Lymphocyte(Diaphragm)	Rps24
Lymphocyte(Diaphragm)	Rps11
Lymphocyte(Diaphragm)	H2-DMb1
Lymphocyte(Diaphragm)	Gimap5
Lymphocyte(Diaphragm)	Blnk
Lymphocyte(Diaphragm)	Fau
Lymphocyte(Diaphragm)	Rpl32
Lymphocyte(Diaphragm)	Rpsa
Lymphocyte(Diaphragm)	Mif4gd
Lymphocyte(Diaphragm)	Ctse
Lymphocyte(Diaphragm)	Plcg2
Lymphocyte(Diaphragm)	Rps13
Lymphocyte(Diaphragm)	Tmsb10
Lymphocyte(Diaphragm)	Ncf1
Lymphocyte(Diaphragm)	Arhgap30
Lymphocyte(Diaphragm)	Stk4
Lymphocyte(Diaphragm)	Rpl13a
Lymphocyte(Diaphragm)	Pfn1
Lymphocyte(Diaphragm)	Nfkbid
Lymphocyte(Diaphragm)	Rpl37a
Lymphocyte(Diaphragm)	Apobec3
Lymphocyte(Diaphragm)	Malt1
Lymphocyte(Diaphragm)	Smap2
Lymphocyte(Diaphragm)	Rhof
Lymphocyte(Diaphragm)	Sash3
Lymphocyte(Diaphragm)	Rplp1
Lymphocyte(Diaphragm)	Fermt3
Lymphocyte(Diaphragm)	Cnp
Lymphocyte(Diaphragm)	Lsp1
Lymphocyte(Diaphragm)	Trp53i11
Lymphocyte(Diaphragm)	Pmf1
Lymphocyte(Diaphragm)	Gramd3
Lymphocyte(Diaphragm)	Tes
Lymphocyte(Diaphragm)	St8sia4
Lymphocyte(Diaphragm)	Bfsp2
Lymphocyte(Diaphragm)	Gm6377
Lymphocyte(Diaphragm)	Dock8
Lymphocyte(Diaphragm)	Ptk2b
Lymphocyte(Diaphragm)	Ly9
Lymphocyte(Diaphragm)	Ucp2
Lymphocyte(Diaphragm)	Scd1
Lymphocyte(Diaphragm)	Ifi30
Lymphocyte(Diaphragm)	Rplp2
Lymphocyte(Diaphragm)	Wdfy4
Lymphocyte(Diaphragm)	Rpl34-ps1
Lymphocyte(Diaphragm)	H2-Q6
Lymphocyte(Diaphragm)	H2-D1
Lymphocyte(Diaphragm)	Btk
Lymphocyte(Diaphragm)	Rps29
Lymphocyte(Diaphragm)	Cybasc3
Lymphocyte(Diaphragm)	Slfn2
Lymphocyte(Diaphragm)	Dapp1
Lymphocyte(Diaphragm)	Pde3b
Lymphocyte(Diaphragm)	Arl5c
Lymphocyte(Diaphragm)	Plekha2
Lymphocyte(Diaphragm)	Emb
Lymphocyte(Diaphragm)	Rps16
Lymphocyte(Diaphragm)	Rps7
Lymphocyte(Diaphragm)	Sub1
Lymphocyte(Diaphragm)	Rpl18a
Lymphocyte(Diaphragm)	Pkib
Lymphocyte(Diaphragm)	Myo1g
Lymphocyte(Diaphragm)	Nup210
Lymphocyte(Diaphragm)	Rps19
Lymphocyte(Diaphragm)	Rps10
Lymphocyte(Diaphragm)	Cdt1
Lymphocyte(Diaphragm)	AI467606
Lymphocyte(Diaphragm)	Fgd2
Lymphocyte(Diaphragm)	H2-K1
Lymphocyte(Diaphragm)	Tuba4a
Lymphocyte(Diaphragm)	Nfatc3
Lymphocyte(Diaphragm)	Rps9
Lymphocyte(Diaphragm)	Rps15a
Lymphocyte(Diaphragm)	Gpr137b-ps
Lymphocyte(Diaphragm)	Pglyrp1
Lymphocyte(Diaphragm)	Grap
Lymphocyte(Diaphragm)	Ctsc
Lymphocyte(Diaphragm)	Acot2
Lymphocyte(Diaphragm)	Ankrd44
Lymphocyte(Diaphragm)	Bcl2a1d
Lymphocyte(Diaphragm)	H3f3a
Lymphocyte(Diaphragm)	Rasgrp2
Lymphocyte(Diaphragm)	Rps18
Lymphocyte(Diaphragm)	Rpl27
Lymphocyte(Diaphragm)	Samsn1
Lymphocyte(Diaphragm)	Cfl1
Lymphocyte(Diaphragm)	Dock10
Lymphocyte(Diaphragm)	Ets1
Lymphocyte(Diaphragm)	4930420K17Rik
Lymphocyte(Diaphragm)	Hmgb2
Lymphocyte(Diaphragm)	Sept6
Lymphocyte(Diaphragm)	Rpl36
Lymphocyte(Diaphragm)	Sorl1
Lymphocyte(Diaphragm)	Lrrc33
Lymphocyte(Diaphragm)	Rpl35
Lymphocyte(Diaphragm)	Ppia
Lymphocyte(Diaphragm)	Isy1
Lymphocyte(Diaphragm)	Rpl41
Lymphocyte(Diaphragm)	Rpl19
Lymphocyte(Diaphragm)	Cd84
Lymphocyte(Diaphragm)	Got1
Lymphocyte(Diaphragm)	Tnfaip8
Lymphocyte(Diaphragm)	Crem
Lymphocyte(Diaphragm)	Rcsd1
Lymphocyte(Diaphragm)	Cmah
Lymphocyte(Diaphragm)	Batf
Lymphocyte(Diaphragm)	Parp1
Lymphocyte(Diaphragm)	Rpl18
Lymphocyte(Diaphragm)	Sipa1l1
Lymphocyte(Diaphragm)	Rasgef1b
Lymphocyte(Diaphragm)	Dnase1l3
Lymphocyte(Diaphragm)	Pdcd4
Lymphocyte(Diaphragm)	Snx5
Lymphocyte(Diaphragm)	Rpl13
Lymphocyte(Diaphragm)	Rpl21
Lymphocyte(Diaphragm)	Syngr2
Lymphocyte(Diaphragm)	Rps3
Lymphocyte(Diaphragm)	Arpc3
Lymphocyte(Diaphragm)	Vars
Lymphocyte(Diaphragm)	Rpl17
Lymphocyte(Diaphragm)	H2-T23
Lymphocyte(Diaphragm)	Grk6
Lymphocyte(Diaphragm)	Rpl9
Lymphocyte(Diaphragm)	Rassf3
Lymphocyte(Diaphragm)	Calm1
Lymphocyte(Diaphragm)	Foxp1
Lymphocyte(Diaphragm)	Gng2
Lymphocyte(Diaphragm)	Uba52
Lymphocyte(Diaphragm)	Ccdc72
Lymphocyte(Diaphragm)	Rpl38
Lymphocyte(Diaphragm)	Ostf1
Lymphocyte(Diaphragm)	Rhoh
Lymphocyte(Diaphragm)	Rps27a
Lymphocyte(Diaphragm)	Mir682
Lymphocyte(Diaphragm)	Bcl2a1b
Lymphocyte(Diaphragm)	Neurl3
Lymphocyte(Diaphragm)	3110003A17Rik
Lymphocyte(Diaphragm)	Klhl6
Lymphocyte(Diaphragm)	Crlf3
Lymphocyte(Diaphragm)	Fnbp1
Lymphocyte(Diaphragm)	Arpc2
Lymphocyte(Diaphragm)	Csk
Lymphocyte(Diaphragm)	Ccnd2
Lymphocyte(Diaphragm)	Rps28
Lymphocyte(Diaphragm)	Hck
Lymphocyte(Diaphragm)	Rps12
Lymphocyte(Diaphragm)	Rabep2
Lymphocyte(Diaphragm)	Map3k1
Lymphocyte(Diaphragm)	Rps23
Lymphocyte(Diaphragm)	Rps15
Lymphocyte(Diaphragm)	Ptp4a3
Lymphocyte(Diaphragm)	Ppdpf
Lymphocyte(Diaphragm)	Rpl23a
Lymphocyte(Diaphragm)	Arhgap26
Lymphocyte(Diaphragm)	Rplp0
Lymphocyte(Diaphragm)	Rpl12
Lymphocyte(Diaphragm)	Snrpg
Lymphocyte(Diaphragm)	Pisd-ps1
Lymphocyte(Diaphragm)	Fli1
Lymphocyte(Diaphragm)	Dbnl
Lymphocyte(Diaphragm)	Spint2
Lymphocyte(Diaphragm)	Ankrd33b
Lymphocyte(Diaphragm)	Rps14
Lymphocyte(Diaphragm)	Dnajc9
Lymphocyte(Diaphragm)	Psmb9
Lymphocyte(Diaphragm)	Il16
Lymphocyte(Diaphragm)	Bcl2l11
Lymphocyte(Diaphragm)	Fam117b
Lymphocyte(Diaphragm)	Rps26
Lymphocyte(Diaphragm)	Actr2
Lymphocyte(Diaphragm)	Rbm38
Lymphocyte(Diaphragm)	Cd38
Lymphocyte(Diaphragm)	Arl6ip1
Lymphocyte(Diaphragm)	Rpl23
Lymphocyte(Diaphragm)	Rpl6
Lymphocyte(Diaphragm)	Sdhaf1
Lymphocyte(Diaphragm)	Rpl37
Lymphocyte(Diaphragm)	Grb2
Lymphocyte(Diaphragm)	Myl12b
Lymphocyte(Diaphragm)	Sfpi1
Lymphocyte(Diaphragm)	Rps8
Lymphocyte(Diaphragm)	Ncf2
Lymphocyte(Diaphragm)	Kras
Lymphocyte(Diaphragm)	Prr13
Lymphocyte(Diaphragm)	Spata13
Lymphocyte(Diaphragm)	Clic1
Lymphocyte(Diaphragm)	Rpl5
Lymphocyte(Diaphragm)	Rps3a
Lymphocyte(Diaphragm)	Elmo1
Lymphocyte(Diaphragm)	Adck3
Lymphocyte(Diaphragm)	Serf2
Lymphocyte(Diaphragm)	Rpl11
Lymphocyte(Diaphragm)	Pkig
Lymphocyte(Diaphragm)	Chchd10
Lymphocyte(Diaphragm)	Dennd4a
Lymphocyte(Diaphragm)	Abi3
Lymphocyte(Diaphragm)	Capzb
Lymphocyte(Diaphragm)	4930523C07Rik
Lymphocyte(Diaphragm)	Kcnn4
Lymphocyte(Diaphragm)	Tubb5
Lymphocyte(Diaphragm)	Arhgef1
Lymphocyte(Diaphragm)	Ptprj
Lymphocyte(Diaphragm)	H2afj
Lymphocyte(Diaphragm)	Rab4b
Lymphocyte(Diaphragm)	Eml4
Lymphocyte(Diaphragm)	Rpl39
Lymphocyte(Diaphragm)	Ubl5
Lymphocyte(Diaphragm)	Sec11c
Lymphocyte(Diaphragm)	Itgb2
Lymphocyte(Diaphragm)	Susd3
Lymphocyte(Diaphragm)	Ifi27l2a
Lymphocyte(Diaphragm)	Serp1
Lymphocyte(Diaphragm)	Slc25a19
Lymphocyte(Diaphragm)	Rps21
Lymphocyte(Diaphragm)	Dip2b
Lymphocyte(Diaphragm)	Serpinb1a
Lymphocyte(Diaphragm)	Rpl35a
Lymphocyte(Diaphragm)	Rpl14
Lymphocyte(Diaphragm)	Fxyd5
Lymphocyte(Diaphragm)	Cdkn2aipnl
Lymphocyte(Diaphragm)	Ppp1ca
Lymphocyte(Diaphragm)	Fam69a
Lymphocyte(Diaphragm)	Pld4
Lymphocyte(Diaphragm)	Cd274
Lymphocyte(Diaphragm)	Rpl22
Lymphocyte(Diaphragm)	Pik3ip1
Lymphocyte(Diaphragm)	Dad1
Lymphocyte(Diaphragm)	Phgdh
Lymphocyte(Diaphragm)	Sfn
Lymphocyte(Diaphragm)	Vasp
Lymphocyte(Diaphragm)	Cmtm7
Lymphocyte(Diaphragm)	Sirt7
Lymphocyte(Diaphragm)	Rel
Lymphocyte(Diaphragm)	Rilpl2
Lymphocyte(Diaphragm)	Tyrobp
Lymphocyte(Diaphragm)	Snx2
Lymphocyte(Diaphragm)	Nop10
Lymphocyte(Diaphragm)	Trim11
Lymphocyte(Diaphragm)	Cklf
Lymphocyte(Diaphragm)	Arpc1b
Lymphocyte(Diaphragm)	Ndufa3
Lymphocyte(Diaphragm)	Macf1
Lymphocyte(Diaphragm)	Capg
Lymphocyte(Diaphragm)	Eif2ak3
Lymphocyte(Diaphragm)	Tpd52
Lymphocyte(Diaphragm)	Evi2b
Lymphocyte(Diaphragm)	1110003E01Rik
Lymphocyte(Diaphragm)	H2afy
Lymphocyte(Diaphragm)	Brms1
Lymphocyte(Diaphragm)	Pik3c2b
Lymphocyte(Diaphragm)	Rpl3
Lymphocyte(Diaphragm)	Mri1
Lymphocyte(Diaphragm)	Rpl27a
Lymphocyte(Diaphragm)	Nubp1
Lymphocyte(Diaphragm)	Hist3h2a
Lymphocyte(Diaphragm)	Rps5
Lymphocyte(Diaphragm)	Lck
Lymphocyte(Diaphragm)	Zcchc11
Lymphocyte(Diaphragm)	Gngt2
Lymphocyte(Diaphragm)	Mif
Lymphocyte(Diaphragm)	Rpl15
Lymphocyte(Diaphragm)	Plbd1
Lymphocyte(Diaphragm)	Apbb1ip
Lymphocyte(Diaphragm)	Gnb2l1
Lymphocyte(Diaphragm)	Yeats4
Lymphocyte(Diaphragm)	Rapgef6
Lymphocyte(Diaphragm)	Rpl10a
Lymphocyte(Diaphragm)	Rassf2
